project_id,to_user_id,from_user_id,role,status,time_submitted,description,submitdate,rating,review_project_status,rating_details,review_context,currency,bid_amount,sealed,paid_amount,featured,id
18100563,30492358,7676624,freelancer,active,1543926694,Great SEO work!,1543926694,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18100563, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18100563/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",100.0,False,100.0,False,12302254
18216135,30492358,13220940,freelancer,active,1543975418,Very easy to work with Jai,1543975418,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18216135, 'context_name': 'On site SEO and off site SEO Room Automations', 'seo_url': 'projects/wordpress/site-SEO-off-site-SEO-18216135/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",250.0,False,250.0,False,12304935
18210257,30492358,30934709,freelancer,active,1544001179,Ranked Well my website in short Period (with in 1 month). Good Work,1544001179,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18210257, 'context_name': 'SEO / All round digital marketing expert', 'seo_url': 'projects/internet-marketing/SEO-All-round-digital-marketing/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,5000.0,False,12306098
18210254,30492358,30934709,freelancer,active,1544001326,Good Work. Getting Traffic to my website,1544001326,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18210254, 'context_name': 'Needed :: Local SEO Specialist', 'seo_url': 'projects/wordpress/Needed-Local-SEO-Specialist/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,4000.0,False,12306103
18195500,30492358,30721203,freelancer,active,1544023529,Done Good Work,1544023529,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18195500, 'context_name': 'Need SEO Expert in Google SERP ranking fast improvement', 'seo_url': 'projects/internet-marketing/Need-SEO-Expert-Google-SERP/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,4500.0,False,12307488
18195489,30492358,30721203,freelancer,active,1544023656,Good Work.Rached Google Top 1 pAge Before the time Frame,1544023656,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18195489, 'context_name': 'SEO - Search Engine Optimization   On-page Search Engine Optimization', 'seo_url': 'projects/internet-marketing/SEO-Search-Engine-Optimization-page/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,4500.0,False,12307501
18047556,30492358,31468714,freelancer,active,1544276335,"Excellent work really , I impressed with work, results, so far so Good",1544276335,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18047556, 'context_name': 'Seo expert for wordpress, link building, on page Off page and social media', 'seo_url': 'projects/wordpress/Seo-expert-for-wordpress-link-18047556/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",10000.0,False,10000.0,False,12319130
18140452,30492358,1968397,freelancer,active,1544425681,"well done,hire you again",1544425681,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18140452, 'context_name': 'I am looking for a seo expert for my website', 'seo_url': 'projects/internet-marketing/looking-for-seo-expert-for-18140452/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",80.0,False,240.0,False,12324251
18306645,30492358,30823942,freelancer,active,1544877538,This Guy Did Really Good Job..Thankx Man,1544877538,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18306645, 'context_name': 'SEO expert - Looking for a web agency', 'seo_url': 'projects/internet-marketing/SEO-expert-Looking-for-web/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",4000.0,False,4000.0,False,12345662
18306634,30492358,30823942,freelancer,active,1544877642,Keep it Up Good Work Like this ..,1544877642,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18306634, 'context_name': 'Search Engine Optimization on New Site (URGENT)', 'seo_url': 'projects/wordpress/Search-Engine-Optimization-New-Site/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",4500.0,False,4500.0,False,12345667
18110775,30492358,29981480,freelancer,active,1545022006,Jai Kumar is a talented and efficient SEO expert. I would definitely recommend his services.,1545022006,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18110775, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18110775/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",12.0,False,292.12,False,12350364
18185667,30492358,32121271,freelancer,active,1545031983,every thing good so far so good,1545031983,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18185667, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18185667/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",250.0,False,500.0,False,12350789
18301242,30492358,15557079,freelancer,active,1545134109,"Good work, perfect communication, On time",1545134109,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18301242, 'context_name': 'Optimize and review a wordpress website', 'seo_url': 'projects/website-design/Optimize-review-wordpress-website/'}","{'id': 8, 'code': 'EUR', 'sign': '€', 'name': 'Euro', 'exchange_rate': 1.20795, 'country': 'EU', 'is_external': False, 'is_escrowcom_supported': True}",60.0,False,60.0,False,12355669
18151982,30492358,32052951,freelancer,active,1545161751,Very good,1545161751,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18151982, 'context_name': 'Powerfull SEO for website', 'seo_url': 'projects/internet-marketing/Powerfull-SEO-for-website/'}","{'id': 8, 'code': 'EUR', 'sign': '€', 'name': 'Euro', 'exchange_rate': 1.20795, 'country': 'EU', 'is_external': False, 'is_escrowcom_supported': True}",83.0,False,85.0,False,12357260
18222794,30492358,32199623,freelancer,active,1545769069,Good guy,1545769069,4.6,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 4.0, 'quality': 5.0, 'hire_again': 4.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18222794, 'context_name': 'Seo marketing, geo location', 'seo_url': 'projects/internet-marketing/Seo-marketing-geo-location/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",83.0,False,166.0,False,12379361
18070331,30492358,31284311,freelancer,active,1545851228,Thank you!,1545851228,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18070331, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18070331/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",75.0,False,75.0,False,12381729
18260566,30492358,32276399,freelancer,active,1546090204,Jail Kumar S was very professional and communicated with me on a regular basis. I will definitely hire him for my next project. ,1546090204,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18260566, 'context_name': 'Optimize my website for seo', 'seo_url': 'projects/wordpress/Optimize-website-for-seo/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",100.0,False,100.0,False,12390034
18025313,30492358,31789602,freelancer,active,1546283612,"Great working with Jai, I will continue working with him",1546283612,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18025313, 'context_name': 'Best SEO for my website', 'seo_url': 'projects/internet-marketing/Best-SEO-for-website-18025313/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",250.0,False,550.0,False,12395751
18256971,30492358,31857894,freelancer,active,1546502987,excellent work again,1546502987,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18256971, 'context_name': 'Project for Jai Kumar S.', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18256971/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",90.0,False,640.0,False,12402720
18296767,30492358,6520344,freelancer,active,1546539661,"Thanks, Jai.",1546539661,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18296767, 'context_name': 'YouTube Marketing for the following videos', 'seo_url': 'projects/internet-marketing/YouTube-Marketing-for-the-following/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",83.0,False,83.0,False,12404675
18285902,30492358,20833335,freelancer,active,1546877575,great work,1546877575,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18285902, 'context_name': 'SEO needed for site', 'seo_url': 'projects/internet-marketing/SEO-needed-for-site-18285902/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",74.0,False,75.0,False,12417102
18441202,30492358,26305124,freelancer,active,1547106087,Thank you for your hard work and dedication. You are a kind person to work with!,1547106087,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'NO'}","{'review_type': 'project', 'context_id': 18441202, 'context_name': 'Project 18441202 has been deleted', 'seo_url': 'projects/internet-marketing/SEO-Packages-18441202/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",70.0,False,26.0,False,12427603
18328828,30492358,31512323,freelancer,active,1547182228,"I've hired Jai to action my SEO for my Website.
His communication in the early stages was okay, however there has minimal communication through the first month of work and no results yet.
I understand SEO takes time and I'm going to continue with him, however I'm hoping for better results in the months to come.",1547182228,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18328828, 'context_name': 'Website SEO', 'seo_url': 'projects/internet-marketing/Website-SEO-18328828/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",100.0,False,300.0,False,12431143
18312521,30492358,11696671,freelancer,active,1547195457,"Cant judge if he is good or no on his work, just one thing, he make mistakes and he dont listen...",1547195457,2.8,complete,"{'category_ratings': {'expertise': 4.0, 'professionalism': 1.0, 'communication': 4.0, 'quality': 4.0, 'hire_again': 1.0}, 'on_time_display': 'NO', 'on_budget_display': 'NO'}","{'review_type': 'project', 'context_id': 18312521, 'context_name': 'Seo for kaftansouq.com', 'seo_url': 'projects/internet-marketing/Seo-for-kaftansouq-com/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",80.0,False,80.0,False,12431738
18327165,30492358,4301869,freelancer,active,1547263509,great work and will hire again,1547263509,4.2,complete,"{'category_ratings': {'expertise': 4.0, 'professionalism': 4.0, 'communication': 4.0, 'quality': 5.0, 'hire_again': 4.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18327165, 'context_name': 'I need to build external link for local  Arabic website', 'seo_url': 'projects/internet-marketing/need-build-external-link-for/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",100.0,False,100.0,False,12434705
18318751,30492358,31468714,freelancer,active,1547282683,"Best freelancer ,I was away he kept patience and keep us on good Top rank and our site increased visitors thx jai for good work",1547282683,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18318751, 'context_name': 'Project for Jai Kumar S. -- 18/12/08 19:17:53', 'seo_url': 'projects/php/Project-for-Jai-Kumar-18318751/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",5000.0,False,5000.0,False,12435293
18318735,30492358,31468714,freelancer,active,1547282835,"Jai did excellent work , I appreciate his quality of work ,I will hire again",1547282835,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18318735, 'context_name': 'Project for Jai Kumar S. -- 18/12/08 19:14:53', 'seo_url': 'projects/php/Project-for-Jai-Kumar/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",4500.0,False,4500.0,False,12435303
18349037,30492358,19929703,freelancer,active,1547386808,Good Job,1547386808,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18349037, 'context_name': 'Mejora de SEO de nuestra web', 'seo_url': 'projects/internet-marketing/Mejora-SEO-nuestra-web/'}","{'id': 8, 'code': 'EUR', 'sign': '€', 'name': 'Euro', 'exchange_rate': 1.20795, 'country': 'EU', 'is_external': False, 'is_escrowcom_supported': True}",10.0,False,161.8,False,12438625
18375827,30492358,31187462,freelancer,active,1547636471,"Very serious SEO expert, working on several website languages at the same time. sends report regularly. and very good quality work so i definetly highly recommand him.",1547636471,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18375827, 'context_name': 'SEO in SPANISH / PORTUGUESE / DUTCH / ITALIAN / GERMAN', 'seo_url': 'projects/seo/SEO-SPANISH-PORTUGUESE-DUTCH-ITALIAN/'}","{'id': 8, 'code': 'EUR', 'sign': '€', 'name': 'Euro', 'exchange_rate': 1.20795, 'country': 'EU', 'is_external': False, 'is_escrowcom_supported': True}",155.0,False,360.0,False,12450071
18362729,30492358,31121925,freelancer,active,1547680226,I've been bouncing back and forth looking for someone to help out with SEO. This guy did a bang-up job. The links that I received were da 30 plus.  I am definitely going to use him in the near future again for a continual SEO on the same project,1547680226,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18362729, 'context_name': 'Duplicate backlink strategy', 'seo_url': 'projects/internet-marketing/Duplicate-backlink-strategy/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",100.0,False,100.0,False,12452695
18510327,30492358,30934709,freelancer,active,1547709653,Nice Work.Doing Good Job Like Always,1547709653,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18510327, 'context_name': 'Project for Jai Kumar S. -- 28003', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18510327/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",4500.0,False,4500.0,False,12453795
18510328,30492358,30934709,freelancer,active,1547709719,Nice Work.Doing Good Job Like Always,1547709719,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18510328, 'context_name': 'Project for Jai Kumar S. -- 20537', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18510328/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",4500.0,False,4500.0,False,12453804
18510395,30492358,30934709,freelancer,active,1547709773,Nice Work.Doing Good Job Like Always,1547709773,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18510395, 'context_name': 'Project for Jai Kumar S. -- 37955', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18510395/'}","{'id': 11, 'code': 'INR', 'sign': '₹', 'name': 'Indian Rupee', 'exchange_rate': 0.013668, 'country': 'IN', 'is_external': False, 'is_escrowcom_supported': False}",4474.0,False,4474.0,False,12453808
18151726,30492358,31733192,freelancer,active,1547832780,Excellent work,1547832780,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18151726, 'context_name': 'Need someone with SEO expertise', 'seo_url': 'projects/seo/Need-someone-with-SEO-expertise/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",83.0,False,125.0,False,12460016
18541242,30492358,30934709,freelancer,active,1547901926,Did Good Job.,1547901926,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18541242, 'context_name': 'Project for Jai Kumar S. -- 23541', 'seo_url': 'projects/website-design/Project-for-Jai-Kumar-18541242/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",220.0,False,220.0,False,12462546
18401256,30492358,26545020,freelancer,active,1548001197,Great to work with Jai.  He knows his stuff.,1548001197,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18401256, 'context_name': 'I NEED AN SEO EXPERT', 'seo_url': 'projects/wordpress/NEED-SEO-EXPERT-18401256/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",83.0,False,422.0,False,12465933
18404016,30492358,720986,freelancer,active,1548057612,Great work.,1548057612,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18404016, 'context_name': 'SEO expert to do a report for my site', 'seo_url': 'projects/internet-marketing/SEO-expert-report-for-site/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",100.0,False,100.0,False,12468031
18456290,30492358,32421858,freelancer,active,1548232128,"Good work, thank you.",1548232128,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18456290, 'context_name': 'Re Design Website', 'seo_url': 'projects/graphic-design/Design-Website-18456290/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",432.0,False,432.0,False,12476722
18573380,30492358,3321577,freelancer,active,1548264349,"Excellent professional, he knows what to do. Deliveres on time ",1548264349,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18573380, 'context_name': 'Speed Optimization - Basic seo setup for wordpress site', 'seo_url': 'projects/php/Speed-Optimization-Basic-seo-setup/'}","{'id': 1, 'code': 'USD', 'sign': '$', 'name': 'US Dollar', 'exchange_rate': 1.0, 'country': 'US', 'is_external': False, 'is_escrowcom_supported': True}",151.0,False,226.0,False,12478820
18160331,30492358,32070179,freelancer,active,1548323729,"Friendly, efficient, reliable!",1548323729,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18160331, 'context_name': 'SEO for affiliate marketing site', 'seo_url': 'projects/internet-marketing/SEO-for-affiliate-marketing-site/'}","{'id': 8, 'code': 'EUR', 'sign': '€', 'name': 'Euro', 'exchange_rate': 1.20795, 'country': 'EU', 'is_external': False, 'is_escrowcom_supported': True}",10.0,False,201.17,False,12481588
18417364,30492358,10030187,freelancer,active,1548366481,"Thank you, Jai, great  working with you",1548366481,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18417364, 'context_name': 'SEO for photography website', 'seo_url': 'projects/internet-marketing/SEO-for-photography-website-18417364/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",250.0,False,250.0,False,12484085
18576485,30492358,9287180,freelancer,active,1548381539,Great.,1548381539,5.0,complete,"{'category_ratings': {'expertise': 5.0, 'professionalism': 5.0, 'communication': 5.0, 'quality': 5.0, 'hire_again': 5.0}, 'on_time_display': 'YES', 'on_budget_display': 'YES'}","{'review_type': 'project', 'context_id': 18576485, 'context_name': 'SEO Needed.', 'seo_url': 'projects/website-design/SEO-Needed-18576485/'}","{'id': 3, 'code': 'AUD', 'sign': '$', 'name': 'Australian Dollar', 'exchange_rate': 0.7703, 'country': 'AU', 'is_external': False, 'is_escrowcom_supported': True}",49.0,False,100.0,False,12484613
